age,structure_name,gene,rpkm
12 pcw,ventrolateral prefrontal cortex,MARCH7,34.337945
12 pcw,amygdaloid complex,MARCH7,27.415015
12 pcw,striatum,MARCH7,43.347164
12 pcw,amygdaloid complex,MARCH7,31.426725
12 pcw,"primary motor cortex (area M1, area 4)",MARCH7,34.240716
12 pcw,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,40.885162
12 pcw,ventrolateral prefrontal cortex,MARCH7,38.595346
12 pcw,striatum,MARCH7,22.898916
12 pcw,cerebellar cortex,MARCH7,40.50121
12 pcw,dorsal thalamus,MARCH7,42.132087
12 pcw,dorsolateral prefrontal cortex,MARCH7,34.947978
12 pcw,orbital frontal cortex,MARCH7,33.027873
12 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,34.358404
12 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,25.777307
12 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,27.896821
12 pcw,hippocampus (hippocampal formation),MARCH7,25.998698
12 pcw,posteroventral (inferior) parietal cortex,MARCH7,47.406687
12 pcw,primary auditory cortex (core),MARCH7,33.392457
13 pcw,striatum,MARCH7,25.061964
13 pcw,"primary motor cortex (area M1, area 4)",MARCH7,23.87294
13 pcw,amygdaloid complex,MARCH7,21.038291
13 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,22.479041
13 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,20.804205
13 pcw,primary auditory cortex (core),MARCH7,30.613099
13 pcw,hippocampus (hippocampal formation),MARCH7,26.5421
13 pcw,ventrolateral prefrontal cortex,MARCH7,19.467518
13 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,26.835712
13 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,21.56374
13 pcw,orbital frontal cortex,MARCH7,28.289489
13 pcw,posteroventral (inferior) parietal cortex,MARCH7,23.297533
13 pcw,dorsolateral prefrontal cortex,MARCH7,21.967077
13 pcw,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,17.861867
13 pcw,striatum,MARCH7,17.856186
13 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,17.059409
13 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,18.874248
13 pcw,amygdaloid complex,MARCH7,19.734409
13 pcw,posteroventral (inferior) parietal cortex,MARCH7,24.620392
13 pcw,cerebellum,MARCH7,16.936672
13 pcw,dorsolateral prefrontal cortex,MARCH7,21.540589
13 pcw,orbital frontal cortex,MARCH7,19.38277
13 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,34.105027
13 pcw,primary auditory cortex (core),MARCH7,20.327474
13 pcw,hippocampus (hippocampal formation),MARCH7,21.674147
13 pcw,"primary motor cortex (area M1, area 4)",MARCH7,23.91943
13 pcw,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,28.464938
13 pcw,mediodorsal nucleus of thalamus,MARCH7,22.467204
13 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,20.367177
13 pcw,ventrolateral prefrontal cortex,MARCH7,20.266072
13 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,21.650986
13 pcw,dorsolateral prefrontal cortex,MARCH7,22.843888
13 pcw,cerebellum,MARCH7,14.814846
13 pcw,amygdaloid complex,MARCH7,21.671369
13 pcw,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,23.777894
13 pcw,hippocampus (hippocampal formation),MARCH7,18.012948
13 pcw,posteroventral (inferior) parietal cortex,MARCH7,17.92883
13 pcw,primary auditory cortex (core),MARCH7,22.442806
13 pcw,ventrolateral prefrontal cortex,MARCH7,27.718703
13 pcw,striatum,MARCH7,24.548388
13 pcw,orbital frontal cortex,MARCH7,31.65973
13 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,35.575875
13 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,16.963103
13 pcw,"primary motor cortex (area M1, area 4)",MARCH7,17.474475
16 pcw,ventrolateral prefrontal cortex,MARCH7,11.429643
16 pcw,orbital frontal cortex,MARCH7,12.482112
16 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,13.351144
16 pcw,dorsolateral prefrontal cortex,MARCH7,12.545216
16 pcw,posteroventral (inferior) parietal cortex,MARCH7,14.998368
16 pcw,primary auditory cortex (core),MARCH7,12.618794
16 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,11.769219
16 pcw,striatum,MARCH7,17.53908
16 pcw,mediodorsal nucleus of thalamus,MARCH7,14.495091
16 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,13.580234
16 pcw,ventrolateral prefrontal cortex,MARCH7,11.929698
16 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,12.96771
16 pcw,posteroventral (inferior) parietal cortex,MARCH7,16.741761
16 pcw,primary auditory cortex (core),MARCH7,16.690906
16 pcw,mediodorsal nucleus of thalamus,MARCH7,11.809733
16 pcw,amygdaloid complex,MARCH7,11.568302
16 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,14.445465
16 pcw,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,12.710278
16 pcw,cerebellar cortex,MARCH7,12.356459
16 pcw,hippocampus (hippocampal formation),MARCH7,14.861683
16 pcw,striatum,MARCH7,14.680244
16 pcw,orbital frontal cortex,MARCH7,14.856748
16 pcw,dorsolateral prefrontal cortex,MARCH7,12.522083
16 pcw,"primary motor cortex (area M1, area 4)",MARCH7,17.695102
16 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,12.253177
16 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,16.95201
16 pcw,hippocampus (hippocampal formation),MARCH7,24.435955
16 pcw,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,22.923666
16 pcw,dorsolateral prefrontal cortex,MARCH7,37.385874
16 pcw,posteroventral (inferior) parietal cortex,MARCH7,14.741353
16 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,20.521737
16 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,35.353022
16 pcw,mediodorsal nucleus of thalamus,MARCH7,30.303435
16 pcw,striatum,MARCH7,26.528741
16 pcw,primary motor-sensory cortex (samples),MARCH7,22.520268
16 pcw,primary auditory cortex (core),MARCH7,25.582744
16 pcw,ventrolateral prefrontal cortex,MARCH7,21.038642
16 pcw,amygdaloid complex,MARCH7,22.341142
16 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,30.341971
17 pcw,striatum,MARCH7,10.833445
17 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,13.0933
17 pcw,mediodorsal nucleus of thalamus,MARCH7,17.771763
17 pcw,primary auditory cortex (core),MARCH7,19.967642
17 pcw,hippocampus (hippocampal formation),MARCH7,9.482766
17 pcw,dorsolateral prefrontal cortex,MARCH7,13.137588
17 pcw,ventrolateral prefrontal cortex,MARCH7,13.309884
17 pcw,posteroventral (inferior) parietal cortex,MARCH7,24.875663
17 pcw,primary motor-sensory cortex (samples),MARCH7,17.234206
17 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,14.684869
17 pcw,cerebellar cortex,MARCH7,20.844131
17 pcw,orbital frontal cortex,MARCH7,20.183614
17 pcw,amygdaloid complex,MARCH7,19.731895
17 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,16.955632
19 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,8.144486
19 pcw,posteroventral (inferior) parietal cortex,MARCH7,8.604003
19 pcw,primary motor-sensory cortex (samples),MARCH7,8.790798
19 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,11.08166
19 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,6.923695
19 pcw,hippocampus (hippocampal formation),MARCH7,8.873714
19 pcw,primary auditory cortex (core),MARCH7,9.104684
19 pcw,mediodorsal nucleus of thalamus,MARCH7,8.686807
19 pcw,ventrolateral prefrontal cortex,MARCH7,11.808558
19 pcw,striatum,MARCH7,11.116105
19 pcw,dorsolateral prefrontal cortex,MARCH7,11.038764
21 pcw,cerebellar cortex,MARCH7,18.796324
21 pcw,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,10.482727
21 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,15.885576
21 pcw,"primary motor cortex (area M1, area 4)",MARCH7,19.196721
21 pcw,striatum,MARCH7,16.916579
21 pcw,hippocampus (hippocampal formation),MARCH7,15.678449
21 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,15.728238
21 pcw,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,19.251438
21 pcw,amygdaloid complex,MARCH7,19.630745
21 pcw,ventrolateral prefrontal cortex,MARCH7,18.514302
21 pcw,orbital frontal cortex,MARCH7,17.353337
21 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,17.753038
21 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,19.351115
21 pcw,cerebellar cortex,MARCH7,22.708136
21 pcw,posteroventral (inferior) parietal cortex,MARCH7,15.8825
21 pcw,dorsolateral prefrontal cortex,MARCH7,15.280004
24 pcw,hippocampus (hippocampal formation),MARCH7,18.835199
24 pcw,amygdaloid complex,MARCH7,20.729903
24 pcw,dorsolateral prefrontal cortex,MARCH7,17.926733
24 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,14.941761
24 pcw,mediodorsal nucleus of thalamus,MARCH7,18.21301
24 pcw,striatum,MARCH7,18.624571
24 pcw,primary auditory cortex (core),MARCH7,17.746064
24 pcw,posteroventral (inferior) parietal cortex,MARCH7,18.156373
24 pcw,orbital frontal cortex,MARCH7,20.514783
24 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,13.24379
24 pcw,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,15.904911
24 pcw,ventrolateral prefrontal cortex,MARCH7,16.148844
24 pcw,"primary motor cortex (area M1, area 4)",MARCH7,16.632337
24 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,15.634482
24 pcw,cerebellar cortex,MARCH7,17.462949
24 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,15.110711
25 pcw,primary auditory cortex (core),MARCH7,8.488717
26 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,25.998723
26 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,7.250509
26 pcw,dorsolateral prefrontal cortex,MARCH7,6.691971
35 pcw,cerebellar cortex,MARCH7,13.614239
35 pcw,ventrolateral prefrontal cortex,MARCH7,8.002068
37 pcw,primary auditory cortex (core),MARCH7,15.479978
37 pcw,orbital frontal cortex,MARCH7,14.954867
37 pcw,amygdaloid complex,MARCH7,15.771223
37 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,16.496829
37 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,14.00069
37 pcw,mediodorsal nucleus of thalamus,MARCH7,18.302654
37 pcw,cerebellar cortex,MARCH7,22.5424
37 pcw,striatum,MARCH7,13.27303
37 pcw,posteroventral (inferior) parietal cortex,MARCH7,15.632618
37 pcw,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,9.733478
37 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,18.973151
37 pcw,dorsolateral prefrontal cortex,MARCH7,14.302229
37 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,12.432488
37 pcw,"primary motor cortex (area M1, area 4)",MARCH7,14.273538
37 pcw,ventrolateral prefrontal cortex,MARCH7,12.9495
37 pcw,hippocampus (hippocampal formation),MARCH7,11.53443
4 mos,posterior (caudal) superior temporal cortex (area 22c),MARCH7,13.396669
4 mos,striatum,MARCH7,11.966976
4 mos,"primary visual cortex (striate cortex, area V1/17)",MARCH7,8.982301
4 mos,cerebellar cortex,MARCH7,21.269448
4 mos,hippocampus (hippocampal formation),MARCH7,9.296864
4 mos,mediodorsal nucleus of thalamus,MARCH7,14.975839
4 mos,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,14.235074
4 mos,amygdaloid complex,MARCH7,6.969269
4 mos,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,9.148283
4 mos,"primary motor cortex (area M1, area 4)",MARCH7,9.672246
4 mos,dorsolateral prefrontal cortex,MARCH7,12.848636
4 mos,orbital frontal cortex,MARCH7,8.926439
4 mos,primary auditory cortex (core),MARCH7,12.394427
4 mos,posterior (caudal) superior temporal cortex (area 22c),MARCH7,12.384165
4 mos,ventrolateral prefrontal cortex,MARCH7,9.296419
4 mos,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,11.958263
4 mos,amygdaloid complex,MARCH7,8.453251
4 mos,"primary motor cortex (area M1, area 4)",MARCH7,10.926315
4 mos,mediodorsal nucleus of thalamus,MARCH7,14.807588
4 mos,orbital frontal cortex,MARCH7,18.122009
4 mos,striatum,MARCH7,12.411219
4 mos,posterior (caudal) superior temporal cortex (area 22c),MARCH7,13.01006
4 mos,primary auditory cortex (core),MARCH7,13.043537
4 mos,hippocampus (hippocampal formation),MARCH7,12.835014
4 mos,amygdaloid complex,MARCH7,11.008413
4 mos,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,12.42583
4 mos,"primary visual cortex (striate cortex, area V1/17)",MARCH7,11.882855
4 mos,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,14.205033
4 mos,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,12.920265
4 mos,posteroventral (inferior) parietal cortex,MARCH7,13.774006
4 mos,cerebellar cortex,MARCH7,17.092788
4 mos,dorsolateral prefrontal cortex,MARCH7,11.766174
4 mos,ventrolateral prefrontal cortex,MARCH7,12.523499
10 mos,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,7.159274
10 mos,posteroventral (inferior) parietal cortex,MARCH7,7.178931
10 mos,posterior (caudal) superior temporal cortex (area 22c),MARCH7,5.507993
10 mos,dorsolateral prefrontal cortex,MARCH7,6.00863
10 mos,orbital frontal cortex,MARCH7,7.036128
10 mos,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,6.314608
10 mos,cerebellar cortex,MARCH7,18.440529
10 mos,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,5.570136
10 mos,mediodorsal nucleus of thalamus,MARCH7,5.020622
10 mos,"primary visual cortex (striate cortex, area V1/17)",MARCH7,4.818801
1 yrs,amygdaloid complex,MARCH7,9.187636
1 yrs,"primary motor cortex (area M1, area 4)",MARCH7,6.717919
1 yrs,dorsolateral prefrontal cortex,MARCH7,9.920406
1 yrs,posterior (caudal) superior temporal cortex (area 22c),MARCH7,11.19153
1 yrs,"primary visual cortex (striate cortex, area V1/17)",MARCH7,12.19241
1 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,9.418589
1 yrs,orbital frontal cortex,MARCH7,10.380997
1 yrs,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,11.035629
1 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,9.882062
1 yrs,ventrolateral prefrontal cortex,MARCH7,11.067797
1 yrs,cerebellar cortex,MARCH7,21.155053
1 yrs,primary auditory cortex (core),MARCH7,10.463105
1 yrs,mediodorsal nucleus of thalamus,MARCH7,11.520299
1 yrs,hippocampus (hippocampal formation),MARCH7,11.175254
1 yrs,posteroventral (inferior) parietal cortex,MARCH7,12.513333
1 yrs,striatum,MARCH7,12.570524
2 yrs,ventrolateral prefrontal cortex,MARCH7,5.799099
2 yrs,posteroventral (inferior) parietal cortex,MARCH7,4.692618
2 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,4.442265
2 yrs,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,3.218021
2 yrs,mediodorsal nucleus of thalamus,MARCH7,5.398458
2 yrs,dorsolateral prefrontal cortex,MARCH7,7.027758
2 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,3.639726
2 yrs,cerebellar cortex,MARCH7,10.950806
2 yrs,hippocampus (hippocampal formation),MARCH7,4.641916
2 yrs,orbital frontal cortex,MARCH7,3.589496
2 yrs,"primary visual cortex (striate cortex, area V1/17)",MARCH7,7.633867
2 yrs,posterior (caudal) superior temporal cortex (area 22c),MARCH7,4.427911
3 yrs,striatum,MARCH7,3.138063
3 yrs,posterior (caudal) superior temporal cortex (area 22c),MARCH7,5.157192
3 yrs,posteroventral (inferior) parietal cortex,MARCH7,7.858337
3 yrs,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,4.96504
3 yrs,cerebellar cortex,MARCH7,11.948384
3 yrs,amygdaloid complex,MARCH7,4.313818
3 yrs,ventrolateral prefrontal cortex,MARCH7,9.874694
3 yrs,"primary motor cortex (area M1, area 4)",MARCH7,7.034878
3 yrs,primary auditory cortex (core),MARCH7,4.779133
3 yrs,mediodorsal nucleus of thalamus,MARCH7,4.024991
3 yrs,"primary visual cortex (striate cortex, area V1/17)",MARCH7,6.874725
3 yrs,orbital frontal cortex,MARCH7,6.071491
3 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,6.613916
3 yrs,"primary motor cortex (area M1, area 4)",MARCH7,6.502756
3 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,7.920273
3 yrs,posterior (caudal) superior temporal cortex (area 22c),MARCH7,8.585667
3 yrs,posteroventral (inferior) parietal cortex,MARCH7,6.82367
3 yrs,primary auditory cortex (core),MARCH7,7.239557
3 yrs,cerebellar cortex,MARCH7,15.673148
3 yrs,"primary visual cortex (striate cortex, area V1/17)",MARCH7,7.250475
3 yrs,amygdaloid complex,MARCH7,6.691987
3 yrs,ventrolateral prefrontal cortex,MARCH7,5.273463
3 yrs,dorsolateral prefrontal cortex,MARCH7,4.6902
3 yrs,hippocampus (hippocampal formation),MARCH7,5.999854
3 yrs,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,8.488708
4 yrs,amygdaloid complex,MARCH7,9.024998
4 yrs,striatum,MARCH7,10.838422
4 yrs,ventrolateral prefrontal cortex,MARCH7,9.10435
4 yrs,dorsolateral prefrontal cortex,MARCH7,6.056976
4 yrs,posterior (caudal) superior temporal cortex (area 22c),MARCH7,14.451495
4 yrs,cerebellar cortex,MARCH7,19.807271
4 yrs,mediodorsal nucleus of thalamus,MARCH7,12.640032
8 yrs,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,16.048989
8 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,13.401924
8 yrs,posteroventral (inferior) parietal cortex,MARCH7,17.211297
8 yrs,"primary visual cortex (striate cortex, area V1/17)",MARCH7,16.158787
8 yrs,posterior (caudal) superior temporal cortex (area 22c),MARCH7,14.7609
8 yrs,mediodorsal nucleus of thalamus,MARCH7,9.134676
8 yrs,ventrolateral prefrontal cortex,MARCH7,11.425698
8 yrs,hippocampus (hippocampal formation),MARCH7,11.145853
8 yrs,amygdaloid complex,MARCH7,10.551743
8 yrs,"primary motor cortex (area M1, area 4)",MARCH7,12.194937
8 yrs,cerebellar cortex,MARCH7,10.289353
8 yrs,dorsolateral prefrontal cortex,MARCH7,8.221425
8 yrs,striatum,MARCH7,13.138382
8 yrs,primary auditory cortex (core),MARCH7,16.553987
8 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,10.38633
8 yrs,orbital frontal cortex,MARCH7,10.15491
8 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,9.96254
8 yrs,cerebellar cortex,MARCH7,7.718924
8 yrs,primary auditory cortex (core),MARCH7,6.458312
8 yrs,ventrolateral prefrontal cortex,MARCH7,9.770927
8 yrs,hippocampus (hippocampal formation),MARCH7,14.379397
8 yrs,amygdaloid complex,MARCH7,5.5955
8 yrs,"primary visual cortex (striate cortex, area V1/17)",MARCH7,6.970043
8 yrs,posteroventral (inferior) parietal cortex,MARCH7,9.54375
8 yrs,dorsolateral prefrontal cortex,MARCH7,7.131134
8 yrs,posterior (caudal) superior temporal cortex (area 22c),MARCH7,8.520522
8 yrs,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,14.854637
11 yrs,ventrolateral prefrontal cortex,MARCH7,9.812768
11 yrs,posteroventral (inferior) parietal cortex,MARCH7,12.049312
11 yrs,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,19.577904
11 yrs,posterior (caudal) superior temporal cortex (area 22c),MARCH7,15.80443
11 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,13.819696
11 yrs,dorsolateral prefrontal cortex,MARCH7,10.006016
11 yrs,amygdaloid complex,MARCH7,9.69933
11 yrs,"primary visual cortex (striate cortex, area V1/17)",MARCH7,8.04161
11 yrs,cerebellar cortex,MARCH7,17.689234
11 yrs,primary auditory cortex (core),MARCH7,11.469798
11 yrs,hippocampus (hippocampal formation),MARCH7,15.988128
11 yrs,"primary motor cortex (area M1, area 4)",MARCH7,9.49075
11 yrs,orbital frontal cortex,MARCH7,13.283388
11 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,8.972933
13 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,8.588262
13 yrs,posteroventral (inferior) parietal cortex,MARCH7,6.318148
13 yrs,ventrolateral prefrontal cortex,MARCH7,9.720449
13 yrs,primary auditory cortex (core),MARCH7,8.369736
13 yrs,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,5.926529
13 yrs,posterior (caudal) superior temporal cortex (area 22c),MARCH7,6.617165
13 yrs,cerebellar cortex,MARCH7,15.526012
13 yrs,"primary visual cortex (striate cortex, area V1/17)",MARCH7,7.500262
13 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,7.300211
13 yrs,dorsolateral prefrontal cortex,MARCH7,8.086814
13 yrs,orbital frontal cortex,MARCH7,7.059483
13 yrs,mediodorsal nucleus of thalamus,MARCH7,4.87184
13 yrs,amygdaloid complex,MARCH7,7.349141
13 yrs,"primary motor cortex (area M1, area 4)",MARCH7,8.798861
13 yrs,hippocampus (hippocampal formation),MARCH7,6.459545
